	restaurant_name	restaurant_logo	latitude	longitude	cuisine_tags	menu_items
0	Gino's Deli	https://images.deliveryhero.io/image/talabat/restaurants/logo_-_2021-11-23T17_637732788146540497.jpg?width=180	25.0648583638963	55.1383772692595	['Sandwiches', ' Pasta', ' Italian']	"[{'item_name': ""Gino's Meal for One"", 'item_description': 'Choice of Panuozzo, Fries, and Soft Drink - AED 49', 'item_price': 49, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/CC6481BAD3E6ABE7D58A6EAE9E640209?width=172&amp;height=172'}, {'item_name': ""Gino's Meal for 2"", 'item_description': 'Choice of any 2 Panuozzo, 2 Fries, and 2 Soft Drink - AED 109', 'item_price': 109, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/9A1C3DABCBF45982973C027566B7B190?width=172&amp;height=172'}, {'item_name': 'Family Meal (Serves 4)', 'item_description': 'Any 4 Panuozzo or Pasta, 4 Appetisers, 4 Soft Drink - AED 199', 'item_price': 199, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/C463E70A095207970DD5E366569D1B40?width=172&amp;height=172'}, {'item_name': 'Appetizer Share Box', 'item_description': 'Choice of any 3 appetizers - perfect for sharing!', 'item_price': 64, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/F0654DC3B495D9A613D780AEF9AC48F0?width=172&amp;height=172'}, {'item_name': 'Any 3 Panuozzo', 'item_description': 'Choice of any 3 of our famous, authentic, fresh baked panuozzo!', 'item_price': 99, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/C8CC30C0F8060FFD81AA1998990C41F0?width=172&amp;height=172'}, {'item_name': 'Ginos Chicken Strips', 'item_description': 'Juicy, tender, succulent chicken strips. Served with a choice of house made dips', 'item_price': 32, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/3C36F848D5A988C2579FB2F99E4F7D32?width=172&amp;height=172'}, {'item_name': 'Sweet Potato Fries', 'item_description': 'Sweet and crispy fries, served with a choice of house-made dips', 'item_price': 24, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/908DA5F5D675E31F0E8E9C79A8AC2EFA?width=172&amp;height=172'}, {'item_name': 'Ginos Potato Wedges', 'item_description': 'Crispy fried potato wedges, lightly seasoned. Served with a choice of house-made dips', 'item_price': 24, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/8C154381797BF65ED72EDEDC0C426367?width=172&amp;height=172'}, {'item_name': 'Mozzarella Balls', 'item_description': 'Mini breaded mozzarella bites, served with a choice of house-made dip', 'item_price': 29, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/56097A6D37B91BE245F9C6EB2D457157?width=172&amp;height=172'}, {'item_name': 'Garlic Bread & Mozzarella', 'item_description': 'Oven baked ciabatta with homemade roast garlic oil and fresh fior di latte mozzarella', 'item_price': 23, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/92DABDD5173E59E191AF7CECA17C4BF4?width=172&amp;height=172'}, {'item_name': ""Gino's Chicken Wings (6)"", 'item_description': 'Premium, thick, juicy wings smothered in your choice of Smoky BBQ sauce or tangy Buffalo. Served with a Blue cheese dip (6 wings)', 'item_price': 32, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/43B2FDC1F453570D84665736D12B94A2?width=172&amp;height=172'}, {'item_name': 'Arancini', 'item_description': 'Italian rice balls stuffed with tomato and mozzarella, and shallow fried. Served with a choice of house-made dip', 'item_price': 29, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/050AC3A2138F4FAC58E26029134708DE?width=172&amp;height=172'}, {'item_name': 'Quinoa Greco Salad', 'item_description': 'White quinoa, authentic Greek feta, Kalamata olives, pine nuts, cherry tomato, fresh rocket, Italian lime dressing', 'item_price': 43, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/C156DC3970B471C385A8D89CFFFD9717?width=172&amp;height=172'}, {'item_name': 'Italian Chicken Pasta Salad', 'item_description': 'Served cold Pasta salad with fusili, roast chicken, sweetcorn, kalamata olives, sundried tomato, fresh rocket, grated parmesan and pesto dressing', 'item_price': 43, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/FC140F329CA167429DFAFD5516B0AE88?width=172&amp;height=172'}, {'item_name': 'Ginos Chicken Caesar Salad', 'item_description': 'Fresh Romaine lettuce with a creamy Caesar dressing, crispy garlic croutons, powdered parmesan cheese and grilled chicken breast', 'item_price': 43, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/CE68AC3F81885727D6D7449875A309D1?width=172&amp;height=172'}, {'item_name': 'Tomato & Mozzarella (Sandwich)', 'item_description': 'Freshly baked panuozzo with sliced tomato, fresh thick cut buffalo mozzarella, homemade pesto, fresh basil', 'item_price': 44, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/F763E7530B47C58F1179ED822E9B1A9E?width=172&amp;height=172'}, {'item_name': 'Salami Melt (Sandwich)', 'item_description': 'Freshly baked panuozzo with Italian tomato sauce, fresh ricotta, fior di latte mozzarella, fresh rocket, Italian salami, oregano', 'item_price': 42, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/F5161359F64EDB26967FE9A2091CB422?width=172&amp;height=172'}, {'item_name': 'Fire Chicken BBQ (Sandwich)', 'item_description': 'Freshly baked panuozzo with crispy fried chicken, homemade caramelized onion, smoky bbq sauce, jalapenos and fior di latte mozzarella', 'item_price': 42, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/88580B351011BAB812C2B4473617D7B3?width=172&amp;height=172'}, {'item_name': 'Chicken Pesto Mozzarella (Sandwich)', 'item_description': 'Freshly baked panuozzo with creamy pesto sauce, oven roast shredded chicken, fior di latte mozzarella, and sundried tomatoes', 'item_price': 44, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/A05EC61796D02C5AAFA25763A5A438FC?width=172&amp;height=172'}, {'item_name': 'Italian Meatball (Sandwich)', 'item_description': ""Fresh baked panuozzo oozing with Gino's homemade Italian meatballs in a rich tomato ragu, topped with fior di latte mozzarella, parmesan, and a sprinkling of oregano. Mamma Mia!"", 'item_price': 44, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/22A6BBCAC409B9837298EEC8E070A686?width=172&amp;height=172'}, {'item_name': 'Bresaola & Rocket (Sandwich)', 'item_description': 'Freshly baked panuozzo with Italian tomato sauce, fresh ricotta, premium sliced beef bresaola, fior di latte mozzarella and fresh rocket', 'item_price': 42, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/DC5E06BB9F12BA7F2D83BC9E96E46594?width=172&amp;height=172'}, {'item_name': 'Butter Chicken & Burrata (Sandwich)', 'item_description': ""Freshly baked panuozzo with Gino's butter chicken and creamy burrata"", 'item_price': 44, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/31C25A77D73300C73C406CF9750E85C4?width=172&amp;height=172'}, {'item_name': 'Halloumi & Roast Vegetables (Sandwich)', 'item_description': 'Freshly baked panuozzo with sundried tomato pesto, oven roast Mediterranean vegetables, sliced halloumi, and homemade basil pesto, oregano', 'item_price': 42, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/0666F4440E5BFA705092F637B74D6F72?width=172&amp;height=172'}, {'item_name': 'Chipotle Cheesesteak (Sandwich)', 'item_description': 'Freshly baked panuozzo with grilled beef strips, sautéed onions, peppers, American cheddar sauce and chipotle mayonnaise', 'item_price': 46, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/9BEF51DCBF9BC2C7CCA882006F08D43F?width=172&amp;height=172'}, {'item_name': 'Buffalo Chicken (Sandwich)', 'item_description': 'Freshly baked panuozzo with buffalo fried chicken, chopped spring onion, fior di latte mozzarella, and buffalo ranch sauce', 'item_price': 42, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/C3F753B3879BA9F4E8EE69EEE2D35336?width=172&amp;height=172'}, {'item_name': 'Tuna Mayo (Sandwich)', 'item_description': 'Freshly baked panuozzo with premium Mediterranean tuna, mayonnaise, sweetcorn, and sliced tomato', 'item_price': 42, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/48DA9601CD456F4C3EBF86125E4A9DD7?width=172&amp;height=172'}, {'item_name': 'BBQ Honey Mustard (Sandwich)', 'item_description': ""Freshly baked panuozzo with house slaw, shallow fried chicken escalope, topped with fior di latte mozzarella and swiss cheese, and drizzled with Gino's homemade bbq honey mustard dressing"", 'item_price': 46, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/9489A288C8CF3631EE7BE4BFD80C5F2E?width=172&amp;height=172'}, {'item_name': 'Classic Reuben (Sandwich)', 'item_description': ""Freshly baked panuozzo with Russian sauce, sauerkraut, beef pastrami, sliced pickles, American mustard and Swiss cheese - Gino's take on a classic!"", 'item_price': 46, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/219D48DB760F9FE4692B15017ECF1625?width=172&amp;height=172'}, {'item_name': 'The Rebecca (Sandwich)', 'item_description': 'Slow cooked, homemade pulled BBQ brisket, garlic & herb sauce, sliced pickle and aged smoked cheddar cheese', 'item_price': 46, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/3B9732F49EDD95EA98B4085F7DD86996?width=172&amp;height=172'}, {'item_name': 'Brooklyn Hero (Sandwich)', 'item_description': ""Freshly baked panuozzo stuffed with Gino's mustard-mayo sauce, american cheddar, smoked turkey, Italian salami and dill pickles"", 'item_price': 46, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/3A9E6CAB5C4BF6D6F706B754E5D37B40?width=172&amp;height=172'}, {'item_name': 'Spaghetti Bolognese', 'item_description': 'Classic spaghetti pasta with our homemade rich tomato and beef bolognese sauce', 'item_price': 52, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/683C8353B9815F7BFBAAFD5262388C38?width=172&amp;height=172'}, {'item_name': ""Gino's Penne Alfredo"", 'item_description': ""Penne pasta with Gino's homemade creamy Alfredo sauce with oven roast chicken and fresh mushroom"", 'item_price': 52, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/14504A368406FD17B21C2B1399F395D4?width=172&amp;height=172'}, {'item_name': 'Penne Calabrese', 'item_description': 'Penne pasta with our homemade creamy, tangy pink sauce with sundried tomato and grilled chicken (mildly spicy)', 'item_price': 55, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/AF7D8458770DE8E73EF43D54F217BA04?width=172&amp;height=172'}, {'item_name': ""Mac'n'Cheese"", 'item_description': 'Ginos thick and creamy macaroni and cheddar classic', 'item_price': 38, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/184FFE15A745EA6D9575AB07879AD3A7?width=172&amp;height=172'}, {'item_name': ""Gino's Gnocchi"", 'item_description': ""Gino's famous gnocchi with your choice of homemade pesto or truffled cream"", 'item_price': 52, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/D1CE8277E02FE37B203B4B963BA8B8D4?width=172&amp;height=172'}, {'item_name': 'Buffalo Ranch (30ml)', 'item_description': 'Creamy Buffalo Ranch Dip', 'item_price': 4, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/7C649C786D6C9F45F178D7850D864CCF?width=172&amp;height=172'}, {'item_name': 'Sundried Tomato Marinara (30ml)', 'item_description': 'Homemade with Italian sundried tomatoes, pine nuts, and classic marinara sauce', 'item_price': 5, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/2D3BFB93606AF7980798FED46543D50D?width=172&amp;height=172'}, {'item_name': 'Garlic & Herb (30ml)', 'item_description': 'Homemade creamy garlic and herb dip', 'item_price': 4, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/B4C28F7C60D890214D3570C05BC8AA08?width=172&amp;height=172'}, {'item_name': 'BBQ Honey Mustard (30ml)', 'item_description': 'A classic combination of smoky BBQ sauce, American mustard and honey', 'item_price': 4, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/08DD721E01B6A881AC2445C97978EFC6?width=172&amp;height=172'}, {'item_name': 'Chipotle Mayo (30ml)', 'item_description': 'Spicy, tangy and delicious with almost anything!', 'item_price': 4, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/1ACDC3895E6C2FF85EBED3ABE6D09233?width=172&amp;height=172'}, {'item_name': 'Sweet Chili (30ml)', 'item_description': 'A sweet & (mildly) spicy classic!', 'item_price': 3, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/9902853B413DE0ECA3557BA7AA033A29?width=172&amp;height=172'}, {'item_name': 'Smoky BBQ (30ml)', 'item_description': 'A smoky classic', 'item_price': 3, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/2DA1C33FF24D8D14B594FEECB47831CE?width=172&amp;height=172'}, {'item_name': 'Marie Rose (30ml)', 'item_description': 'A blend of tomato, mayonnaise, Worcestershire sauce, lemon juice and black pepper', 'item_price': 4, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/FE33C64651925FEE62E1AFE488428549?width=172&amp;height=172'}, {'item_name': 'Ginos Tiramisu', 'item_description': 'House special - homemade classic creamy Tiramisu (8oz)', 'item_price': 25, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/151D91D378B98924202E7E1122B7E65F?width=172&amp;height=172'}, {'item_name': 'Chocolate Fudge Brownie', 'item_description': 'Homemade chocolate fudge brownie - soft, chewy and delicious! Contain Nuts (1 piece)', 'item_price': 22, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/F36A533763464E4220CF5F682C4032AE?width=172&amp;height=172'}, {'item_name': 'Banana Caramel Pudding', 'item_description': ""Gino's homemade pudding with caramelised banana, custard cream, and banana caramel sauce"", 'item_price': 28, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/9ED6322AE9653B4860F268094F1B318C?width=172&amp;height=172'}, {'item_name': 'Arwa Water (500ml)', 'item_description': '', 'item_price': 5, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/6D50DFCE9C1AC7F54AB6309F69646658?width=172&amp;height=172'}, {'item_name': 'Coca Cola (250ml)', 'item_description': '250ml', 'item_price': 9, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/018B57901EEE37D5710BDBC5C67CADBF?width=172&amp;height=172'}, {'item_name': 'Coke Zero (250ml)', 'item_description': '250ml bottle', 'item_price': 9, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/ED824B8B3B336DA84682452642F1BB58?width=172&amp;height=172'}, {'item_name': 'Sprite (250ml)', 'item_description': '250ml bottle', 'item_price': 9, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/6A7BE630FA9BFA8A66CF789753CF35FE?width=172&amp;height=172'}, {'item_name': 'Fanta (250ml)', 'item_description': '250ml bottle', 'item_price': 9, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/709BC7CD76DB80270EB26F0BF793CE18?width=172&amp;height=172'}]"
1	Pasta Della Nonna	https://images.deliveryhero.io/image/talabat/restaurants/Logos_PastaDellaNonna_Sec637794192311679134.jpg?width=180	25.0651332	55.13827815	['Italian', ' Pasta', ' Salad']	"[{'item_name': ""Nonna's Meal for 1"", 'item_description': 'Any Appetiser, Any Pasta, Any Soft Drink', 'item_price': 65, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/A978DF4B0B3010DD2DC990A758CF3DA9?width=172&amp;height=172'}, {'item_name': ""Nonna's Meal for 2"", 'item_description': ""Any 2 Appetisers, any 2 Pasta's and 2 Soft Drinks!"", 'item_price': 125, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/E027EE31FA1D1EE5601A8FD4D8A562ED?width=172&amp;height=172'}, {'item_name': ""Pasta Party Pack - Any 4 pasta's"", 'item_description': 'Choose any 4 pastas from our menu!', 'item_price': 149, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/643F8604BDDE799B008A2F243FFB1EC5?width=172&amp;height=172'}, {'item_name': ""Nonna's Chicken Strips"", 'item_description': 'Tender, crispy and delicious - thats how Mamma makes them! Served with BBQ Sauce (4 strips)', 'item_price': 29, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/2AB03F62823E1D36019BAE958FF0757C?width=172&amp;height=172'}, {'item_name': 'Chili Cheese Bites', 'item_description': 'Breaded, crispy, (slightly) chili cheesy bites with a soft centre. Served with a homemade garlic & herb dip', 'item_price': 29, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/883A86F2C8ADB637DC31C0FF7AF3ABB2?width=172&amp;height=172'}, {'item_name': ""Nonna's Sweet Potato Fries"", 'item_description': 'Perfectly crunchy sweet potato fries with a sweet chili dip', 'item_price': 23, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/2ECD686CD342B11621A64B85A0CF6C47?width=172&amp;height=172'}, {'item_name': 'Homemade Garlic Bread & Mozzarella', 'item_description': 'Homemade freshly baked bread with fresh garlic and EVOO, topped with our creamy mozzarella', 'item_price': 25, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/94934064ACCEE0EF10A59188F6CB27DC?width=172&amp;height=172'}, {'item_name': ""Nonna's Chicken Wings (6) - BBQ"", 'item_description': 'Premium, thick, juicy wings smothered in your choice of Smoky BBQ sauce. Served with a Blue cheese dip (6 wings)', 'item_price': 32, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/DCFF61FF2AF96CE792DDE55B8A454233?width=172&amp;height=172'}, {'item_name': ""Nonna's Chicken Wings (6) - Buffalo"", 'item_description': 'Premium, thick, juicy wings smothered in tangy Buffalo sauce. Served with a Blue cheese dip', 'item_price': 32, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/1A3E4EE5CF3DDBC6E50122561EDABC47?width=172&amp;height=172'}, {'item_name': 'Tuscan Chicken Pasta Salad', 'item_description': ""Served cold A delightful mix of Italian flavours and one of Nonna's crowd pleasers - fusili pasta, kalamata olives, shredded roast chicken, sweetcorn, fresh rocket, sun-dried tomato, pine nuts, homemade fresh basil pesto and parmesan"", 'item_price': 43, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/303F3D7D33FAA697EC415F27313E760C?width=172&amp;height=172'}, {'item_name': ""Nonna's Grilled Chicken Caesar Salad"", 'item_description': ""Crispy Romaine lettuce with Nonna's creamy Caesar dressing, homemade garlic croutons, powdered parmesan cheese and grilled chicken breast"", 'item_price': 43, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/2CE50F7174DA328B002D15AF3DC724A7?width=172&amp;height=172'}, {'item_name': 'Sicilian Tuna Pasta Salad', 'item_description': ""Served cold Fusili pasta with Nonna's tuna mayo with Mediterranean tuna, sundried tomato, sweetcorn and spring onion"", 'item_price': 43, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/447C54ED3FFFCC560DE77F7A11CD017A?width=172&amp;height=172'}, {'item_name': 'Insalata Caprese', 'item_description': ""Sliced vine tomato with thick cut slices of fresh mozzarella, topped with Nonna's homemade basil pesto, fresh rocket and premium Italian EVOO"", 'item_price': 49, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/6ABC91B2F17690BB2C0946929B434DD3?width=172&amp;height=172'}, {'item_name': ""Nonna's Spaghetti Bolognese"", 'item_description': ""An Italian classic - premium spaghetti pasta tossed with Nonna's homemade rich Beef Bolognese sauce - bellissima!"", 'item_price': 49, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/F89775B299576ACB6E3DFA8CAB5401AB?width=172&amp;height=172'}, {'item_name': 'Tagliatelle Della Mamma', 'item_description': ""Mamma Mia! Premium tagliatelle pasta, with Mamma's famous cream sauce of sauteed shrimp and roast garlic! Maraviglioso! (mildly spicy)"", 'item_price': 59, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/70F8D9F786F734A816A53D5698069EBD?width=172&amp;height=172'}, {'item_name': 'Penne Alfredo', 'item_description': 'Premium penne pasta with a rich and creamy sauce of oven roast chicken and fresh mushroom. Topped with Parmesan', 'item_price': 49, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/D26CDDDC35FCF83CBF316F4B9288DF99?width=172&amp;height=172'}, {'item_name': 'Gnocchi Alla Quattro Formaggi', 'item_description': 'Deliciously satisfying gnocchi pasta with a creamy, cheesy homemade four cheese sauce (cheddar, parmesan, gorgonzola and emmenthal)', 'item_price': 49, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/BF11FDC060C31D8F57AB039012B2DDAF?width=172&amp;height=172'}, {'item_name': 'Tortelloni Della Nonna', 'item_description': ""Mamma's delicious spinach & ricotta stuffed tortelloni, mixed with a cream sauce of smoked turkey, shiitake mushroom and emmental. Just the way Nonna likes it!"", 'item_price': 59, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/49A6403E2DAD51A0A1FE9890AFCE4D04?width=172&amp;height=172'}, {'item_name': 'Fusili Bianco Rosso', 'item_description': ""Fusili pasta swirls mixed in Nonna's rich, flavour packed pomodoro sauce, topped with fresh straciatella and chili flakes"", 'item_price': 59, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/860423B1DD8508128849FE2518F6DEC2?width=172&amp;height=172'}, {'item_name': 'Penne Pink', 'item_description': ""Premium durum wheat penne rigate mixed with the perfect balance of Nonna's zesty pomodoro sauce, and silky smooth cooking cream"", 'item_price': 46, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/E89B8735F5E5FAFF4BD8A867558B5E3D?width=172&amp;height=172'}, {'item_name': 'Penne Calabrese', 'item_description': 'Penne pasta with a creamy, tangy pink sauce with sundried tomato and grilled chicken (mildly spicy)', 'item_price': 55, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/759AA219FA0887C943C971EA5B4BB0D8?width=172&amp;height=172'}, {'item_name': 'Penne Arrabbiata', 'item_description': ""Premium durum wheat penne pasta with Nonna's classic sugo all'arrabbiata - a spicy sauce made from garlic, tomatoes, and dried red chili peppers, originating from the Lazio region, around Rome, and translated as 'angry' - in reference to the spice of the chili's"", 'item_price': 46, 'items_image': None}, {'item_name': 'Tagliatelle Al Tartufo', 'item_description': ""Nonna's premium tagliatelle pasta, with a creamy homemade sauce of fresh mushroom and black truffle"", 'item_price': 55, 'items_image': None}, {'item_name': 'Create your Own Pasta', 'item_description': 'Create you own pasta with our premium pastas and homemade sauces', 'item_price': 46, 'items_image': None}, {'item_name': 'Lasagna Al Forno Bolognese', 'item_description': ""Fresh lasagna sheets smothered with Nonna's 100% homemade Beef Bolognese and homemade bechamel sauce, topped with fior di latte mozzarella and parmesan"", 'item_price': 52, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/4B94AACDE4DB9B423FB7FDD66757B368?width=172&amp;height=172'}, {'item_name': 'Lasagna Di Pollo', 'item_description': ""Layers of fresh lasagna, filled with Nonna's homemade basil pesto, shredded oven roast chicken breast, classic homemade bechamel sauce and topped with fior di latte mozzarella and parmesan"", 'item_price': 52, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/2FF654280C2A932BDD30869C7763C626?width=172&amp;height=172'}, {'item_name': 'Bambino Bolognese', 'item_description': 'Our classic Spaghetti with Beef Bolognese, just a bit smaller!', 'item_price': 35, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/C8D22CC686D9E26AA9116E8E938A5AE7?width=172&amp;height=172'}, {'item_name': 'Bambino Pomodoro', 'item_description': 'Penne pasta topped with our rich tomato sauce', 'item_price': 32, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/BA525323902551064FFAB033BC75CB0D?width=172&amp;height=172'}, {'item_name': ""Mac'n'Cheese"", 'item_description': ""Nonna's delightfully creamy classic cheddar cheese mac!"", 'item_price': 35, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/01D658CD3C9C83D0E289193F43D2C28F?width=172&amp;height=172'}, {'item_name': 'Chicken Nuggets & Wedges', 'item_description': 'Crispy chicken nuggets with seasoned potato wedges', 'item_price': 28, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/13F24739ABC5729750F3923F3809E47D?width=172&amp;height=172'}, {'item_name': ""Nonna's Chocolate Fudge Brownie"", 'item_description': 'Soft, fudgy and chocolatey. Satisfaction guaranteed! Contains Nuts', 'item_price': 23, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/4CBE990CA3AA7066814D49DB23EDF7BA?width=172&amp;height=172'}, {'item_name': ""Nonna's Chocolate Chip Cookie"", 'item_description': 'Soft, buttery, and stuffed with chocolate. A perfect treat!', 'item_price': 23, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/A1537480AF6BC48B69DDDD3A568EDC7C?width=172&amp;height=172'}, {'item_name': ""Nonna's Banana Caramel Pudding"", 'item_description': ""Nonna's homemade pudding with caramelised banana, custard cream, and banana caramel sauce"", 'item_price': 28, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/8E1706AEDEC303E6B5343394551A7EF1?width=172&amp;height=172'}, {'item_name': ""Nonna's Toffee Sponge Cake"", 'item_description': 'Homemade toffee sponge with creme anglaise and toffee nut caramel sauce', 'item_price': 28, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/4787052D27E3C1BD86ED0E039D37D866?width=172&amp;height=172'}, {'item_name': ""Nonna's Homemade Tiramisu"", 'item_description': ""Classic Tiramisu using Nonna's secret recipe"", 'item_price': 28, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/31F657C8D13C362F85CD77FB1F92C4FF?width=172&amp;height=172'}, {'item_name': 'Arwa Water (500ml)', 'item_description': '', 'item_price': 5, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/BB9E183197C487B000DA50E378E44485?width=172&amp;height=172'}, {'item_name': 'Coca Cola (290ml)', 'item_description': '', 'item_price': 9, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/DF22E314A3DA3D18A0C01867A561E51C?width=172&amp;height=172'}, {'item_name': 'Coke Zero (290ml)', 'item_description': '', 'item_price': 9, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/4C1E22C272FF722ACD7BE8E0718B7B8F?width=172&amp;height=172'}, {'item_name': 'Fanta (290ml)', 'item_description': '', 'item_price': 9, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/105CA63D17E048DEA39B96190DA307EF?width=172&amp;height=172'}, {'item_name': 'Sprite (290ml)', 'item_description': '', 'item_price': 9, 'items_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/61E9855C029D4D5C14B6EACABB7AB352?width=172&amp;height=172'}]"
